"id","ALUMNOS","ESPAÑOL","MATEMATICAS","INGLES","CIENCIAS_NATURALES","HISTORIA","EDUCACION_FISICA","ARTES","TECNOLOGIA","NUM_FALTAS","PARTICIPACIONES","RENDIMIENTO"
1565,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1566,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1567,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
1568,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
1569,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1570,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1571,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
1572,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
1573,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1574,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1575,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
1576,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
1577,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1578,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1579,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
1580,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
1581,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1582,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1583,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
1584,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
1585,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1586,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1587,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
1588,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
1589,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1590,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1591,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
1592,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
1593,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1594,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1595,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
1596,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
1597,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1598,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1599,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
1600,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
1601,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1602,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1603,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
1604,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
1605,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1606,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1607,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
1608,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
1609,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1610,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1611,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
1612,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
1613,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1614,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1615,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
1616,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
1617,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1618,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1619,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
1620,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
1621,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1622,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1623,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
1624,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
1625,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1626,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1627,"Ricardo Martínez Fernández",67.0,69.0,68.0,66.0,65.0,71.0,60.0,62.0,5,3,"Deficiente"
1628,"Gabriela López Fernández",85.0,88.0,87.0,86.0,84.0,90.0,79.0,84.0,2,5,"Bueno"
1629,"Ana María Fernández Pérez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
1630,"José Luis Pérez Ramírez",91.0,94.0,93.0,92.0,89.0,96.0,84.0,88.0,1,6,"Muy Bueno"
1631,"Ricardo Ramírez González",68.0,71.0,70.0,69.0,67.0,74.0,60.0,62.0,5,2,"Deficiente"
1632,"Gabriela Fernández López",85.0,89.0,88.0,87.0,85.0,90.0,79.0,84.0,2,5,"Bueno"
1633,"Ana María Fernández Ramírez",74.0,77.0,76.0,75.0,73.0,79.0,69.0,71.0,4,4,"Regular"
